vol.	page	kāṇḍa	sarga	from v.	to v.	ipage	remark(s)
III	121	6	33	4	14	58a	
III	122	6	33	15	27a	58b	
III	123	6	33	27b	36	59a	
III	124	6	34	1	10	59b	
III	125	6	34	11	22	60a	
III	126	6	34	23	28	60b	
III	126	6	35	1	4	60b	
III	127	6	35	5	13	61a	
III	128	6	35	14	17	61b	
III	129	6	35	18	27	62a	
III	130	6	35	28	36a	62b	
III	131	6	35	36b	36b	63a	
III	131	6	36	1	11	63a	
III	132	6	36	12	22	63b	
III	132	6	37	1	1	63b	
III	133	6	37	2	15	64a	
III	134	6	37	16	24	64b	
III	135	6	37	25	35	65a	
III	136	6	37	36	38	65b	
III	136	6	38	1	8	65b	
III	137	6	38	9	14	66a	
III	137	6	39	1	4	66a	
III	138	6	39	5	18	66b	
III	139	6	39	19	27	67a	
III	139	6	40	1	3	67a	
III	140	6	40	4	14	67b	
III	141	6	40	15	23	68a	
III	142	6	40	24	30	68b	
III	143	6	41	1	11	69a	
III	144	6	41	12	27	69b	
III	145	6	41	28	41	70a	
III	146	6	41	42	53	70b	
III	147	6	41	54	64	71a	
III	148	6	41	65	70	71b	
III	149	6	41	71	83	72a	
III	150	6	41	84	96	72b	
III	151	6	41	97	100	73a	
III	151	6	42	1	10	73a	
III	152	6	42	11	23	73b	
III	153	6	42	24	36	74a	
III	154	6	42	37	47	74b	
III	155	6	43	1	11	75a	
III	156	6	43	12	25	75b	
III	157	6	43	26	42	76a	
III	158	6	43	43	47	76b	
III	158	6	44	1	6	76b	
III	159	6	44	7	20	77a	
III	160	6	44	21	36	77b	
III	161	6	45	25	28	78a	
III	161	6	46	1	10	78a	
III	162	6	46	11	27	78b	
III	163	6	44	37	38	79a	
III	163	6	45	1	11	79a	
III	164	6	45	12	24	79b	
III	165	6	45	28	37	80a	
III	166	6	45	38	49	80b	
III	167	6	47	1	14	81a	
III	168	6	47	15	23	81b	
III	168	6	48	1	4	81b	
III	169	6	48	5	12	82a	
III	170	6	48	13	23	82b	
III	171	6	48	24	33	83a	
III	172	6	48	34	37	83b	
III	172	6	49	1	10	83b	
III	173	6	49	11	23	84a	
III	174	6	49	24	32	84b	
III	174	6	50	1	3	84b	
III	175	6	50	4	16	85a	
III	176	6	50	17	27	85b	
III	177	6	50	28	39	86a	
III	178	6	50	40	49	86b	
III	179	6	50	50	63	87a	
III	180	6	50	64	65	87b	
III	180	6	51	1	11	87b	
III	181	6	51	12	25	88a	
III	182	6	51	26	36	88b	
III	182	6	52	1	4	88b	
III	183	6	52	5	20	89a	
III	184	6	52	21	33	89b	
III	185	6	52	34	38	90a	
III	185	6	53	1	9	90a	
III	186	6	53	10	22	90b	
III	187	6	53	23	31	91a	
III	187	6	54	32	36	91a	
III	188	6	54	37	50	91b	
III	189	6	54	51	66	92a	
III	190	6	54	67	69	92b	
III	190	6	55	1	10	92b	
III	191	6	55	11	25	93a	
III	192	6	55	26	32	93b	
III	192	6	56	1	7	93b	
III	193	6	56	8	23	94a	
III	194	6	56	24	37	94b	
III	195	6	56	38	38	95a	
III	195	6	57	1	10	95a	
III	196	6	57	11	20	95b	
III	197	6	57	21	34	96a	
III	198	6	57	35	44	96b	
III	198	6	58	1	3	96b	
III	199	6	58	4	17	97a	
III	200	6	58	18	30	97b	
III	201	6	58	31	45	98a	
III	202	6	58	46	58	98b	
III	203	6	58	59	59	99a	
III	203	6	59	1	9	99a	
III	204	6	59	10	19	99b	
III	205	6	59	20	31	100a	
III	206	6	59	32	43	100b	
III	207	6	59	44	56	101a	
III	208	6	59	57	69	101b	
III	209	6	59	70	82	102a	
III	210	6	59	83	94	102b	
III	211	6	59	95	105	103a	
III	212	6	59	106	112	103b	
III	213	6	59	113	120	104a	
III	214	6	59	121	133	104b	
III	215	6	59	134	144	105a	
III	216	6	60	1	11	105b	
III	217	6	60	12	17	106a	
III	218	6	60	18	32	106b	
III	219	6	60	33	45	107a	
III	220	6	60	46	59	107b	
III	221	6	60	60	74	108a	
III	222	6	60	75	89	108b	
III	223	6	60	90	98	109a	
III	223	6	61	1	2	109a	
III	224	6	61	3	18	109b	
III	225	6	61	19	27	110a	
III	226	6	61	28	38	110b	
III	227	6	61	39	39	111a	
III	227	6	62	1	11	111a	
III	228	6	62	12	20	111b	
III	229	6	62	21	22	112a	
III	229	6	63	1	6	112a	
III	230	6	63	7	10	112b	
III	231	6	63	11	18	113a	
III	232	6	63	19	27	113b	
III	233	6	63	28	41	114a	
III	234	6	63	42	55	114b	
III	235	6	63	56	56	115a	
III	235	6	64	1	6	115a	
III	236	6	64	7	9	115b	
III	237	6	64	10	10	116a	
III	238	6	64	11	20	116b	
III	239	6	64	21	30	117a	
III	240	6	64	31	36	117b	
III	240	6	65	1	4	117b	
III	241	6	65	5	16	118a	
III	242	6	65	17	30	118b	
III	243	6	65	31	43	119a	
III	244	6	65	44	56	119b	
III	245	6	65	57	57	120a	
III	245	6	66	1	11	120a	
III	246	6	66	12	22	120b	
III	247	6	66	23	32	121a	
III	248	6	67	1	13	121b	
III	249	6	67	14	27	122a	
III	250	6	67	28	44	122b	
III	251	6	67	45	60	123a	
III	252	6	67	61	73	123b	
III	253	6	67	74	85	124a	
III	254	6	67	86	98	124b	
III	255	6	67	99	114	125a	
III	256	6	67	115	129	125b	
III	257	6	67	130	144	126a	
III	258	6	67	145	155	126b	
III	259	6	67	156	167	127a	
III	260	6	67	168	175	127b	
III	261	6	67	176	177	128a	
III	261	6	68	1	11	128a	
III	262	6	68	12	24	128b	
III	262	6	69	1	1	128b	
III	263	6	69	2	14	129a	
III	264	6	69	15	28	129b	
III	265	6	69	29	43	130a	
III	266	6	69	44	57	130b	
III	267	6	69	58	71	131a	
III	268	6	69	72	87	131b	
III	269	6	69	88	98	132a	
III	270	6	69	99	100	132b	
III	271	6	69	115	127	133a	
III	272	6	69	128	143	133b	
III	273	6	69	144	158	134a	
III	274	6	69	159	163	134b	
III	274	6	71	1	8	134b	
III	275	6	71	9	22	135a	
III	276	6	71	23	38	135b	
III	277	6	71	39	51	136a	
III	278	6	71	52	65	136b	
III	279	6	71	66	77	137a	
III	280	6	71	78	92	137b	
III	281	6	71	93	107	138a	
III	282	6	71	108	109	138b	
III	282	6	72	1	10	138b	
III	283	6	72	11	18	139a	
III	283	6	73	1	3	139a	
III	284	6	73	4	16	139b	
III	285	6	73	17	26	140a	
III	286	6	73	27	41	140b	
III	287	6	73	42	56	141a	
III	288	6	73	57	66	141b	
III	289	6	73	67	70	142a	
III	289	6	74	1	3	142a	
III	290	6	74	4	15	142b	
III	291	6	74	16	29	143a	
III	292	6	74	30	41	143b	
III	293	6	74	42	53	144a	
III	294	6	74	54	62	144b	
III	295	6	74	63	72	145a	
III	296	6	74	73	73	145b	
III	296	6	75	1	8	145b	
III	297	6	75	9	18	146a	
III	298	6	75	19	32	146b	
III	299	6	75	33	46	147a	
III	300	6	75	47	59	147b	
III	301	6	75	60	69	148a	
III	301	6	76	1	4	148a	
III	302	6	76	5	19	148b	
III	303	6	76	20	35	149a	
III	304	6	76	36	51	149b	
III	305	6	76	52	67	150a	
III	306	6	76	68	82	150b	
III	307	6	76	83	94	151a	
III	307	6	77	1	1	151a	
III	308	6	77	2	15	151b	
III	309	6	77	16	24	152a	
III	309	6	78	1	5	152a	
III	310	6	78	6	20	152b	
III	311	6	78	21	21	153a	
III	311	6	79	1	12	153a	
III	312	6	79	13	26	153b	
III	313	6	79	27	41	154a	
III	314	6	80	1	16	154b	
III	315	6	80	17	29	155a	
III	316	6	80	30	41	155b	
III	317	6	80	42	43	156a	
III	317	6	81	1	10	156a	
III	318	6	81	11	22	156b	
III	319	6	81	23	35	157a	
III	319	6	82	1	2	157a	
III	320	6	82	3	19	157b	
III	321	6	82	20	27	158a	
III	321	6	83	1	5	158a	
III	322	6	83	6	14	158b	
III	323	6	83	15	18	159a	
III	324	6	83	19	23	159b	
III	325	6	83	24	27	160a	
III	326	6	83	28	31	160b	
III	327	6	83	32	39	161a	
III	328	6	83	40	44	161b	
III	328	6	84	1	5	161b	
III	329	6	84	6	16	162a	
III	330	6	84	17	23	162b	
III	330	6	85	1	3	162b	
III	331	6	85	4	16	163a	
III	332	6	85	17	31	163b	
III	333	6	85	32	36	164a	
III	333	6	86	1	6	164a	
III	334	6	86	7	22	164b	
III	335	6	86	23	35	165a	
III	335	6	87	1	1	165a	
III	336	6	87	2	14	165b	
III	337	6	87	15	22	166a	
III	338	6	87	23	30	166b	
III	338	6	88	1	2	166b	
III	339	6	88	3	14	167a	
III	340	6	88	15	29	167b	
III	341	6	88	30	36	168a	
III	341	6	89	38	43	168a	
III	342	6	89	44	57	168b	
III	343	6	89	58	73	169a	
III	344	6	89	74	78	169b	
III	344	6	90	1	8	169b	
III	345	6	90	9	23	170a	
III	346	6	90	24	35	170b	
III	347	6	90	36	50	171a	
III	348	6	90	51	54	171b	
III	348	6	91	1	9	171b	
III	349	6	91	10	24	172a	
III	350	6	91	25	38	172b	
III	351	6	91	39	53	173a	
III	352	6	91	54	65	173b	
III	353	6	91	66	80	174a	
III	354	6	91	81	94	174b	
III	355	6	91	95	95	175a	
III	355	6	92	1	10	175a	
III	356	6	92	11	23	175b	
III	357	6	92	24	29	176a	
III	357	6	93	1	6	176a	
III	358	6	93	7	18	176b	
III	359	6	93	19	31	177a	
III	360	6	93	32	44	177b	
III	361	6	93	45	57	178a	
III	362	6	93	58	64	178b	
III	362	6	94	1	2	178b	
III	363	6	94	3	15	179a	
III	364	6	94	16	26	179b	
III	365	6	94	27	32	180a	
III	366	6	94	33	39	180b	
III	366	6	95	1	6	180b	
III	367	6	95	7	21	181a	
III	368	6	95	22	35	181b	
III	369	6	95	36	42	182a	
III	369	6	96	1	5	182a	
III	370	6	96	6	21	182b	
III	371	6	96	22	36	183a	
III	372	6	96	37	52	183b	
III	373	6	96	53	53	184a	
III	373	6	97	1	14	184a	
III	374	6	97	15	28	184b	
III	375	6	97	29	36	185a	
III	375	6	98	1	4	185a	
III	376	6	98	5	19	185b	
III	377	6	98	20	34	186a	
III	378	6	98	35	37	186b	
III	378	6	99	1	10	186b	
III	379	6	99	11	25	187a	
III	380	6	100	1	15	187b	
III	381	6	100	16	29	188a	
III	382	6	100	30	43	188b	
III	383	6	100	44	51	189a	
III	383	6	101	1	6	189a	
III	384	6	101	7	22	189b	
III	385	6	101	23	34	190a	
III	386	6	101	35	45	190b	
III	387	6	101	46	59	191a	
III	388	6	101	60	63	191b	
III	388	6	102	1	9	191b	
III	389	6	102	10	26	192a	
III	390	6	102	27	37	192b	
III	391	6	102	38	52	193a	
III	392	6	102	53	55	193b	
III	392	6	103	1	8	193b	
III	393	6	103	9	23	194a	
III	394	6	103	24	38	194b	
III	395	6	103	39	53	195a	
III	396	6	103	54	69	195b	
III	397	6	103	70	70	196a	
III	397	6	104	1	13	196a	
III	398	6	104	14	27	196b	
III	399	6	104	28	31	197a	
III	399	6	105	1	7	197a	
III	400	6	105	8	18	197b	
III	401	6	105	19	27	198a	
III	402	6	106	1	5	198b	
III	403	6	106	6	7	199a	
III	404	6	106	8	8	199b	
III	405	6	106	9	9	200a	
III	406	6	106	10	11	200b	
III	407	6	106	12	13	201a	
III	408	6	106	14	17	201b	
III	409	6	106	18	21	202a	
III	410	6	106	22	25	202b	
III	411	6	106	26	31	203a	
III	411	6	107	1	3	203a	
III	412	6	107	4	14	203b	
III	413	6	107	15	25	204a	
III	414	6	107	26	36	204b	
III	414	6	108	1	3	204b	
III	415	6	108	4	17	205a	
III	416	6	108	18	28	205b	
III	417	6	108	29	29	206a	
III	417	6	109	29	40	206a	
III	418	6	109	41	52	206b	
III	419	6	109	53	64	207a	
III	420	6	109	65	65	207b	
III	420	6	110	1	10	207b	
III	421	6	110	11	24	208a	
III	422	6	110	25	33	208b	
III	423	6	---	---	---	209a	
III	424	6	---	---	---	209b	
III	425	6	---	---	---	210a	
III	426	6	---	---	---	210b	
III	427	6	---	---	---	211a	
III	428	6	---	---	---	211b	
III	429	6	111	1	9	212a	
III	430	6	111	10	16	212b	
III	431	6	111	17	25	213a	
III	432	6	112	1	1	213b	
III	432	6	112	2	16	213b	
III	433	6	112	17	25	214a	
III	433	6	113	1	2	214a	
III	434	6	113	3	13	214b	
III	435	6	113	14	24	215a	
III	436	6	113	25	36	215b	
III	437	6	113	37	50	216a	
III	438	6	113	51	65	216b	
III	439	6	113	66	77	217a	
III	440	6	113	78	91	217b	
III	441	6	113	92	100	218a	
III	442	6	113	101	112	218b	
III	443	6	113	113	119	219a	
III	444	6	113	120	122	219b	
III	444	6	114	1	8	219b	
III	445	6	114	9	21	220a	
III	446	6	114	22	24	220b	
III	446	6	115	1	10	220b	
III	447	6	115	11	22	221a	
III	448	6	115	23	33	221b	
III	449	6	115	34	41	222a	
III	450	6	115	42	49	222b	
III	450	6	116	1	5	222b	
III	451	6	116	6	17	223a	
III	452	6	116	18	29	223b	
III	453	6	116	30	35	224a	
III	453	6	117	1	5	224a	
III	454	6	117	6	19	224b	
III	455	6	117	20	25	225a	
III	455	6	118	1	6	225a	
III	456	6	118	7	14	225b	
III	457	6	118	15	27	226a	
III	458	6	118	28	34	226b	
III	458	6	119	1	3	226b	
III	459	6	119	4	11	227a	
III	460	6	119	12	17	227b	
III	461	6	119	18	25	228a	
III	462	6	119	26	31	228b	
III	463	6	119	32	32	229a	
III	463	6	120	1	6	229a	
III	464	6	120	7	16	229b	
III	465	6	120	17	20	230a	
III	465	6	121	1	6	230a	
III	466	6	121	7	21	230b	
III	467	6	121	22	34	231a	
III	468	6	121	23	30	231b	
III	468	6	124	1	4	231b	
III	469	6	124	5	15	232a	
III	470	6	124	16	27	232b	
III	470	6	125	1	1	232b	
III	471	6	125	2	16	233a	
III	472	6	125	17	23	233b	
III	473	6	125	24	35	234a	
III	474	6	125	36	50	234b	
III	475	6	125	51	52	235a	
III	475	6	126	1	9	235a	
III	476	6	126	10	22	235b	
III	477	6	126	23	23	236a	
III	477	6	127	1	8	236a	
III	478	6	127	9	18	236b	
III	479	6	127	19	32	237a	
III	480	6	127	33	45	237b	
III	481	6	127	46	46	238a	
III	481	6	128	1	12	238a	
III	482	6	128	13	27	238b	
III	483	6	128	28	41	239a	
III	484	6	128	42	55	239b	
III	485	6	129	1	12	240a	
III	486	6	129	13	25	240b	
III	487	6	129	26	38	241a	
III	488	6	129	39	50	241b	
III	489	6	129	51	63	242a	
III	489	6	130	1	1	242a	
III	490	6	130	2	10	242b	
III	491	6	130	11	23	243a	
III	492	6	130	24	36	243b	
III	493	6	130	37	48	244a	
III	494	6	130	49	61	244b	
III	495	6	130	62	73	245a	
III	496	6	130	74	88	245b	
III	497	6	130	89	96	246a	
III	498	6	130	97	112	246b	
III	499	6	130	113	121	247a	
III	500	6	---	---	---	247b	
III	501	---	---	---	---	---	
III	502	---	---	---	---	---	
III	503	---	---	---	---	---	
III	504	---	---	---	---	---	
III	505	7	1	1	9	1a	
III	506	7	1	10	22	1b	
III	507	7	1	23	33	2a	
III	508	7	1	34	36	2b	
III	508	7	2	1	7	2b	
III	509	7	2	8	22	3a	
III	510	7	2	23	33	3b	
III	510	7	3	1	2	3b	
III	511	7	3	3	12	4a	
III	512	7	3	13	27	4b	
III	513	7	3	28	35	5a	
III	513	7	4	1	3	5a	
III	514	7	4	4	11	5b	
III	515	7	4	12	23	6a	
III	516	7	4	24	32	6b	
III	516	7	5	1	3	6b	
III	517	7	5	4	17	7a	
III	518	7	5	18	32	7b	
III	519	7	5	33	45	8a	
III	519	7	6	1	1	8a	
III	520	7	6	2	15	8b	
III	521	7	6	16	31	9a	
III	522	7	6	32	44	9b	
III	523	7	6	45	59	10a	
III	524	7	6	60	70	10b	
III	524	7	7	1	2	10b	
III	525	7	7	3	16	11a	
III	526	7	7	17	30	11b	
III	527	7	7	31	43	12a	
III	528	7	7	44	54	12b	
III	528	7	8	1	1	12b	
III	529	7	8	2	16	13a	
III	530	7	8	17	28	13b	
III	531	7	8	29	29	14a	
III	531	7	9	1	11	14a	
III	532	7	9	12	23	14b	
III	533	7	9	24	37	15a	
III	534	7	9	38	48	15b	
III	534	7	10	1	2	15b	
III	535	7	10	3	17	16a	
III	536	7	10	18	30	16b	
III	537	7	10	31	43	17a	
III	538	7	10	44	48	17b	
III	538	7	11	1	7	17b	
III	539	7	11	8	22	18a	
III	540	7	11	23	37	18b	
III	541	7	11	38	49	19a	
III	542	7	12	1	14	19b	
III	543	7	12	15	27	20a	
III	544	7	12	28	31	20b	
III	544	7	13	1	10	20b	
III	545	7	13	11	22	21a	
III	546	7	13	23	35	21b	
III	547	7	13	36	40	22a	
III	547	7	14	1	7	22a	
III	548	7	14	8	21	22b	
III	549	7	14	22	30	23a	
III	549	7	15	1	5	23a	
III	550	7	15	6	18	23b	
III	551	7	15	19	29	24a	
III	552	7	15	30	41	24b	
III	552	7	16	1	1	24b	
III	553	7	16	2	15	25a	
III	554	7	16	16	29	25b	
III	555	7	16	30	42	26a	
III	556	7	16	43	49	26b	
III	556	7	17	1	7	26b	
III	557	7	17	8	21	27a	
III	558	7	17	22	35	27b	
III	559	7	17	36	38	28a	
III	559	7	18	1	4	28a	
III	560	7	18	5	17	28b	
III	561	7	18	18	32	29a	
III	562	7	18	33	35	29b	
III	562	7	19	1	10	29b	
III	563	7	19	11	24	30a	
III	564	7	19	25	31	30b	
III	564	7	20	1	6	30b	
III	565	7	20	7	18	31a	
III	566	7	20	19	28	31b	
III	567	7	20	29	32	32a	
III	567	7	21	1	6	32a	
III	568	7	21	7	21	32b	
III	569	7	21	22	35	33a	
III	570	7	21	36	45	33b	
III	570	7	22	1	4	33b	
III	571	7	22	5	21	34a	
III	572	7	22	22	35	34b	
III	573	7	22	36	47	35a	
III	574	7	22	48	50	35b	
III	574	7	23	1	10	35b	
III	575	7	23	11	23	36a	
III	576	7	23	24	36	36b	
III	577	7	23	37	51	37a	
III	578	7	23	52	53	37b	
III	578	7	23.1	1	15	37b	
III	579	7	23.1	16	35	38a	
III	580	7	23.1	36	56	38b	
III	581	7	23.1	57	76	39a	
III	582	7	23.1	77	89	39b	
III	582	7	23.2	1	7	39b	
III	583	7	23.2	8	14	40a	
III	583	7	23.3	1	12	40a	
III	584	7	23.3	13	32	40b	
III	585	7	23.3	33	53	41a	
III	586	7	23.3	54	46	41b	
III	586	7	23.4	1	6	41b	
III	587	7	23.4	17	36	42a	
III	588	7	23.4	37	50	42b	
III	588	7	23.5	1	4	42b	
III	589	7	23.5	5	24	43a	
III	590	7	23.5	25	44	43b	
III	591	7	23.5	45	64	44a	
III	592	7	23.5	65	72	44b	
III	592	7	24	1	7	44b	
III	593	7	24	8	23	45a	
III	594	7	24	24	37	45b	
III	595	7	24	38	42	46a	
III	595	7	25	1	9	46a	
III	596	7	25	10	23	46b	
III	597	7	25	24	33	47a	
III	598	7	25	34	49	47b	
III	599	7	25	50	52	48a	
III	599	7	26	1	11	48a	
III	600	7	26	12	24	48b	
III	601	7	26	25	38	49a	
III	602	7	26	39	53	49b	
III	603	7	26	54	59	50a	
III	603	7	27	1	7	50a	
III	604	7	27	8	22	50b	
III	605	7	27	23	38	51a	
III	606	7	27	39	51	51b	
III	606	7	28	1	2	51b	
III	607	7	28	3	18	52a	
III	608	7	28	19	33	52b	
III	609	7	28	34	47	53a	
III	610	7	28	48	48	53b	
III	610	7	29	1	13	53b	
III	611	7	29	14	27	54a	
III	612	7	29	28	40	54b	
III	613	7	30	1	11	55a	
III	614	7	30	12	23	55b	
III	615	7	30	24	37	56a	
III	616	7	30	38	53	56b	
III	617	7	30	54	54	57a	
III	617	7	31	1	10	57a	
III	618	7	31	11	24	57b	
III	619	7	31	25	39	58a	
III	620	7	31	40	44	58b	
III	620	7	32	1	8	58b	
III	621	7	32	9	21	59a	
III	622	7	32	22	33	59b	
III	623	7	32	34	47	60a	
III	624	7	32	48	62	60b	
III	625	7	32	63	73	61a	
III	625	7	33	1	4	61a	
III	626	7	33	5	18	61b	
III	627	7	33	19	23	62a	
III	627	7	34	1	7	62a	
III	628	7	34	8	20	62b	
III	629	7	34	21	29	63a	
III	630	7	34	30	45	63b	
III	631	7	34	46	46	64a	
III	631	7	35	1	10	64a	
III	632	7	35	11	24	64b	
III	633	7	35	25	39	65a	
III	634	7	35	40	53	65b	
III	635	7	35	54	65	66a	
III	635	7	36	1	1	66a	
III	636	7	36	2	15	66b	
III	637	7	36	16	30	67a	
III	638	7	36	31	42	67b	
III	639	7	36	43	50	68a	
III	640	7	36	51	61	68b	
III	640	7	37	1	2	68b	
III	641	7	37	3	17	69a	
III	642	7	37	18	25	69b	
III	642	7	37.1	1	7	69b	
III	643	7	37.1	8	27	70a	
III	644	7	37.1	28	47	70b	
III	645	7	37.1	48	59	71a	
III	645	7	37.2	1	8	71a	
III	646	7	37.2	9	23	71b	
III	646	7	37.3	1	4	71b	
III	647	7	37.3	5	23	72a	
III	648	7	37.3	24	30	72b	
III	648	7	37.4	1	9	72b	
III	648	7	37.5	1	3	72b	
III	649	7	37.5	4	23	73a	
III	650	7	37.5	24	43	73b	
III	651	7	37.5	44	61	74a	
III	652	7	38	1	13	74b	
III	653	7	38	14	27	75a	
III	654	7	38	28	32	75b	
III	654	7	39	1	7	75b	
III	655	7	39	8	23	76a	
III	656	7	39	24	30	76b	
III	656	7	40	1	5	76b	
III	657	7	40	6	18	77a	
III	658	7	40	19	31	77b	
III	659	7	41	1	15	78a	
III	660	7	41	16	22	78b	
III	660	7	42	1	7	78b	
III	661	7	42	8	20	79a	
III	662	7	42	21	32	79b	
III	663	7	42	33	36	80a	
III	663	7	43	1	7	80a	
III	664	7	43	8	20	80b	
III	665	7	43	21	23	81a	
III	665	7	44	1	12	81a	
III	666	7	44	13	21	81b	
III	666	7	45	1	4	81b	
III	667	7	45	5	17	82a	
III	668	7	45	18	24	82b	
III	668	7	46	1	5	82b	
III	669	7	46	6	21	83a	
III	670	7	46	22	33	83b	
III	670	7	47	1	2	83b	
III	671	7	47	3	12	84a	
III	672	7	47	13	18	84b	
III	672	7	48	1	5	84b	
III	673	7	48	6	16	85a	
III	674	7	48	17	26	85b	
III	674	7	49	1	2	85b	
III	675	7	49	3	11	86a	
III	676	7	49	12	19	86b	
III	676	7	50	1	4	86b	
III	677	7	50	5	14	87a	
III	678	7	50	15	20	87b	
III	678	7	51	1	2	87b	
III	679	7	51	3	16	88a	
III	680	7	51	17	27	88b	
III	681	7	51	28	30	89a	
III	681	7	52	1	11	89a	
III	682	7	52	12	18	89b	
III	683	7	52	19	19	90a	
III	683	7	53	1	11	90a	
III	684	7	53	12	22	90b	
III	685	7	53	23	26	91a	
III	685	7	54	1	6	91a	
III	686	7	54	8	17	91b	
III	687	7	54	18	19	92a	
III	687	7	55	1	10	92a	
III	688	7	55	11	21	92b	
III	688	7	56	1	1	92b	
III	689	7	56	2	13	93a	
III	690	7	56	14	27	93b	
III	691	7	56	28	29	94a	
III	691	7	57	1	7	94a	
III	692	7	57	8	19	94b	
III	693	7	57	20	21	95a	
III	693	7	58	1	11	95a	
III	694	7	58	12	25	95b	
III	695	7	59	1	15	96a	
